Origin,Destination,Time (min)
1101711,1101707,19.885
1101711,1101709,7.395
1101711,1101712,7.865
1101711,1101716,6.355
1101711,1101717,5.516666667000001
1101711,1102401,10.44333333
1101712,1101709,8.896666667
1101712,1101710,12.075
1101712,1101711,7.983333332999999
1101712,1101713,8.973333333
1101712,1101716,6.75
1101713,1101712,9.18
1101713,1101716,7.67
1101713,1101717,3.4266666669999997
1101716,1101711,6.316666667000001
1101716,1101712,6.623333333
1101716,1101713,5.9233333329999995
1101716,1101717,4.925
1101717,1101711,5.78
1101717,1101713,4.506666667
1101717,1101716,5.308333332999999
1101718,1101702,3.293333333
1101718,1101703,5.016666667
1101718,1101704,3.68
1101718,1101823,3.753333333
1101719,1101708,3.385
1101720,1101701,7.795
1101720,1101707,24.193333330000005
1101720,1101722,13.27833333
1101720,1101819,5.6683333330000005
1101720,1102404,28.77166667
1101721,1101707,21.14666667
1101721,1101722,3.4733333330000002
1101722,1101701,8.755
1101722,1101702,4.27
1101722,1101703,5.993333333
1101722,1101707,20.866666670000004
1101722,1101720,12.54166667
1101722,1101721,2.1116666669999997
1101801,1101802,0.583333333
1101801,1101817,2.708333333
1101802,1101801,0.576666667
1101802,1101803,6.181666667000001
1101802,1101817,2.456666667
1101803,1101802,6.01
1101803,1101804,7.186666667000001
1101803,1101805,7.61
1101803,1101806,8.681666667
1101803,1101808,7.401666667000001
1101803,1101813,8.535
1101803,1101814,6.563333332999999
1101803,1101815,6.028333333
1101803,1101817,6.978333332999999
1101803,1102404,21.83333333
1101804,1101803,7.2933333330000005
1101804,1101806,3.4766666669999995
1101804,1101807,2.288333333
1101804,1101809,3.556666667
1101805,1101803,7.743333333
1101805,1101808,4.203333333
1101805,1101811,7.24
1101805,1101819,3.445
1101805,1102404,22.265
1101806,1101803,7.995
1101806,1101804,3.556666667
1101806,1101807,3.405
1101806,1101808,3.866666667
1101807,1101804,2.255
1101807,1101806,3.365
1101807,1101808,1.875
1101807,1101809,2.593333333
1101807,1101810,4.926666667
1101807,1101811,5.856666667000001
1101808,1101803,7.486666667000001
1101808,1101805,4.235
1101808,1101806,4.126666667
1101808,1101807,1.875
1101808,1101811,6.725
1101809,1101804,3.45
1101809,1101807,2.625
1101809,1101810,4.978333333
1101809,1101812,3.003333333
1101810,1101807,5.1216666669999995
1101810,1101809,5.038333333
1101810,1101811,8.581666667
1101810,1101812,3.308333333
1101811,1101805,6.85
1101811,1101807,8.461666667000001
1101811,1101808,7.776666667000001
1101811,1101810,8.633333333
1101811,1101812,5.196666667
1101811,1101818,3.798333333
1101812,1101809,3.093333333
1101812,1101810,3.436666667
1101812,1101811,5.273333333
1101812,1101818,2.1600000000000006
1101812,1101822,1.963333333
1101813,1101803,8.601666667
1101813,1102105,7.4183333330000005
1101813,1102404,20.64333333
1101814,1101803,6.786666667
1101814,1101815,3.635
1101814,1101816,5.765
1101815,1101803,6.646666667000001
1101815,1101814,4.135
1101815,1101816,5.625
1101815,1101817,5.596666667
1101816,1101814,4.053333333
1101816,1101815,3.518333333
1101816,1101817,5.415
1101817,1101801,2.85
1101817,1101802,2.498333333
1101817,1101803,7.021666667000001
1101817,1101815,4.935
1101817,1101816,5.176666667
1101818,1101811,4.013333333
1101818,1101812,2.385
1101818,1101819,2.09
1101818,1101822,4.045
1101819,1101701,3.036666667
1101819,1101720,6.4233333329999995
1101819,1101805,3.483333333
1101819,1101818,1.9483333330000001
1101819,1101820,4.406666667
1101819,1101821,4.711666667
1101819,1101822,4.173333333
1101819,1101823,2.936666667
1101819,1102404,22.47166667
1101820,1101819,4.096666667
1101820,1101821,2.531666667
1101820,1101823,2.873333333
1101821,1101819,3.2433333330000003
1101821,1101820,3.128333333
1101821,1101822,1.696666667
1101821,1101823,2.673333333
1101822,1101812,1.97
1101822,1101818,3.4733333330000002
1101822,1101819,3.9466666669999997
1101822,1101821,1.7416666669999998
1101822,1101823,3.228333333
1101823,1101701,3.835
1101823,1101703,5.065
1101823,1101718,4.313333333
1101823,1101819,2.788333333
1101823,1101820,2.8483333330000002
1101823,1101821,2.688333333
1101823,1101822,3.2733333330000005
1101901,1101902,2.745
1101901,1101903,3.2633333330000003
1101901,1101904,2.606666667
1101901,1101909,4.04
1101902,1101901,2.8416666669999997
1101902,1101903,2.2966666669999998
1101902,1101917,14.24
1101903,1101901,3.318333333
1101903,1101902,2.385
1101903,1101904,4.56
1101903,1101905,3.7766666669999998
1101903,1101917,15.29
1101903,1101920,4.255
1101904,1101901,2.498333333
1101904,1101903,4.256666667
1101904,1101907,4.196666667
1101904,1101909,5.5766666670000005
1101904,1101920,2.6983333330000003
1101905,1101903,3.85
1101905,1101906,8.855
1101905,1101917,17.62833333
1101905,1101920,7.453333333
1101905,1101921,4.820000000000001
1101906,1101905,8.805
1101906,1101907,5.24
1101906,1101917,14.56
1101906,1101920,6.245
1101906,1101921,10.23666667
1101907,1101904,3.918333333
1101907,1101906,5.361666667
1101907,1101909,6.446666667000001
1101907,1101917,12.495
1101909,1101901,3.991666667
1101909,1101904,5.528333333
1101909,1101907,6.685
1101909,1101917,10.035
1101909,1102028,31.04833333
1101911,1101912,2.3399999999999994
1101911,1101913,4.48
1101911,1101916,25.84166667
1101912,1101911,2.438333333
1101912,1101913,6.261666667
1101912,1101916,25.14666667
1101913,1101911,4.62
1101913,1101912,6.41
1101913,1101916,29.91166667
1101913,1101922,22.94166667
1101914,1101915,23.530000000000005
1101914,1101916,22.95833333
1101914,1101919,48.68
1101915,1101914,23.53666667
1101915,1101916,22.58833333
1101915,1101917,28.818333330000005
1101915,1101919,55.83833333
1101916,1101911,26.075
1101916,1101912,25.21166667
1101916,1101913,29.89833333
1101916,1101914,23.025
1101916,1101915,22.58333333
1101916,1101919,60.205
1101916,1101922,36.325
1101916,1102509,32.265
1101917,1101902,12.615
1101917,1101903,13.68666667
1101917,1101905,15.85666667
1101917,1101906,13.57666667
1101917,1101907,11.47
1101917,1101909,8.663333332999999
1101917,1101915,28.97166667
1101917,1101918,21.58166667
1101917,1101919,42.473333329999996
1101917,1101921,17.025
1101917,1102001,26.48166667
1101917,1102028,39.71166667
1101918,1101917,23.41333333
1101918,1101919,28.1
1101918,1102017,32.57333333
1101919,1101914,49.81833333
1101919,1101915,55.42166667
1101919,1101916,61.21833333
1101919,1101917,44.151666670000004
1101919,1101918,28.04333333
1101919,1101922,54.24833333
1101919,1102017,53.31166667
1101919,1102019,55.78333333
1101920,1101903,4.0033333330000005
1101920,1101904,2.7166666669999997
1101920,1101905,6.886666667
1101920,1101906,6.493333333
1101921,1101905,4.833333333
1101921,1101906,10.175
1101921,1101917,17.705
1101922,1101913,22.75666667
1101922,1101916,36.25
1101922,1101919,53.06333333
1102001,1101917,24.585
1102001,1102002,29.73
1102001,1102011,33.00333333
1102001,1102028,51.4
1102002,1102001,29.78333333
1102002,1102003,5.06
1102002,1102004,63.86833333
1102002,1102009,85.315
1102002,1102011,40.615
1102002,1102525,16.16
1102003,1102002,5.205
1102004,1102002,63.88333333
1102004,1102006,122.49166670000001
1102004,1102009,47.25333333
1102004,1102011,50.00166667
1102004,1102032,31.26333333
1102005,1102006,124.68166670000001
1102005,1102008,66.13
1102005,1102009,133.26
1102005,1102304,58.745
1102006,1102004,122.3483333
1102006,1102005,123.27166670000001
1102006,1102009,106.06
1102006,1102032,105.5916667
1102007,1102008,46.67166667
1102007,1102009,56.28
