"SA1_id","vote_pc"
"1136519",".708151"
"1137623",".570183"
"1100616",".406632"
"1112407",".417865"
"1145503",".643021"
"1133121",".657762"
"1140546",".291454"
"1100220",".406053"
"1148408",".615676"
"1129012",".311476"
"1129202",".304521"
"1124605",".485020"
"1152940",".329214"
"1130320",".623915"
"1120951",".618273"
"1123818",".568799"
"1106527",".299488"
"1135030",".571353"
"1140602",".359664"
"1107742",".330477"
"1143527",".395711"
"1130804",".599921"
"1135222",".566613"
"1138003",".551770"
"1153245",".424418"
"1125908",".282034"
"1148015",".669748"
"1126924",".360953"
"1139052",".645344"
"1105833",".379353"
"1150011",".392517"
"1101113",".569580"
"1130562",".641922"
"1131143",".570579"
"1117505",".330237"
"1139032",".670586"
"1130542",".619648"
"1114509",".634426"
"1153242",".416792"
"1147019",".587227"
"1146626",".482115"
"1122314",".627456"
"1130619",".692133"
"1130401",".690909"
"1112143",".508466"
"1131211",".695303"
"1100310",".534508"
"1143623",".575519"
"1139729",".466723"
"1124305",".591716"
"1113153",".701502"
"1131227",".697512"
"1152549",".694735"
"1143424",".545510"
"1142834",".325093"
"1117227",".336572"
"1132123",".628697"
"1117019",".388901"
"1127718",".497527"
"1139938",".368496"
"1108219",".439183"
"1125224",".500647"
"1113106",".722814"
"1152427",".429924"
"1151629",".718953"
"1125436",".486836"
"1128431",".454156"
"1107811",".329094"
"1148415",".625263"
"1131613",".726821"
"1117529",".327334"
"1117424",".344756"
"1116601",".341759"
"1146229",".537667"
"1146236",".530095"
"1132905",".608842"
"1131535",".719027"
"1140601",".377364"
"1114628",".617267"
"1104221",".522251"
"1103517",".494024"
"1148526",".598161"
"1131502",".709025"
"1146722",".428961"
"1104302",".532860"
"1100704",".542897"
"1122417",".635194"
"1148109",".622922"
"1102517",".537741"
"1125609",".313628"
"1119804",".274533"
"1149015",".538393"
"1108121",".453848"
"1129047",".316338"
"1109407",".290343"
"1142420",".348167"
"1148231",".603121"
"1112232",".585837"
"1151137",".724425"
"1112514",".456554"
"1118110",".299481"
"1142108",".338448"
"1142815",".303771"
"1114109",".691714"
"1107313",".387345"
"1131730",".694618"
"1142604",".350133"
"1134608",".279713"
"1152632",".580828"
"1136442",".572792"
"1140414",".342409"
"1134948",".575437"
"1119617",".282069"
"1108105",".468947"
"1151151",".735679"
"1140419",".411549"
"1152527",".712348"
"1145440",".566083"
"1111120",".675116"
"1125121",".513438"
"1152880",".325257"
"1137437",".387506"
"1135961",".489932"
"1148851",".584282"
"1151049",".651612"
"1114222",".693251"
"1137431",".340650"
"1131737",".713953"
"1138227",".360583"
"1130925",".571199"
"1153032",".342783"
"1139044",".672867"
"1152543",".665609"
"1147034",".600682"
"1129255",".286132"
"1128726",".397528"
"1106407",".334276"
"1105422",".564478"
"1112619",".659731"
"1118216",".266353"
"1109909",".290487"
"1108604",".452994"
"1134536",".340555"
"1140331",".376331"
"1140802",".286805"
"1140841",".283913"
"1138602",".437297"
"1143109",".344170"
"1109805",".446522"
"1131738",".711780"
"1125830",".312578"
"1145234",".637229"
"1145417",".579790"
"1107834",".359168"
"1151404",".673828"
"1137416",".466664"
"1137721",".557725"
"1100433",".528534"
"1100138",".425584"
"1135703",".695194"
"1125728",".312619"
"1128911",".395526"
"1151617",".682494"
"1122512",".596365"
"1108243",".444082"
"1134315",".275087"
"1131625",".720206"
"1143812",".586409"
"1133802",".636372"
"1120815",".589797"
"1133124",".677708"
"1114114",".696837"
"1131232",".559330"
"1130538",".595989"
"1138907",".675977"
"1110813",".653577"
"1116959",".384880"
"1134860",".343019"
"1110721",".626789"
"1145820",".515095"
"1143540",".378437"
"1133019",".653658"
"1152916",".347668"
"1146901",".595796"
"1120945",".619967"
"1124310",".561115"
"1145041",".589945"
"1107116",".410677"
"1136406",".621271"
"1152022",".700690"
"1112405",".386666"
"1146419",".530724"
"1112513",".575148"
"1137921",".490132"
"1137403",".477943"
"1130832",".604341"
"1121722",".653940"
"1102614",".484539"
"1148025",".717401"
"1111545",".660223"
"1125213",".516186"
"1130550",".692164"
"1136028",".495463"
"1151321",".731006"
"1108144",".468374"
"1123207",".663636"
"1111525",".619639"
"1134702",".320956"
"1136808",".538507"
"1149621",".334421"
"1134853",".558507"
"1145319",".574780"
"1123420",".655757"
"1123710",".486909"
"1104814",".573974"
"1111242",".608651"
"1144707",".394843"
"1150605",".386462"
"1111609",".453492"
"1142310",".329589"
"1143425",".547284"
"1124820",".505379"
"1139736",".450862"
"1126911",".359148"
"1150515",".555550"
"1130627",".692745"
"1150029",".399959"
"1134812",".573454"
"1133238",".704067"
"1150908",".608441"
"1105914",".390569"
"1132210",".595459"
"1126004",".474282"
"1153301",".407084"
"1144001",".618219"
"1145038",".551391"
"1139624",".460605"
"1148337",".708888"
"1111133",".673561"
"1153423",".376297"
"1146304",".509975"
"1147105",".535051"
"1146610",".419733"
"1111734",".665678"
"1127002",".356183"
"1129316",".329366"
"1130621",".685220"
"1137612",".548675"
"1135011",".583825"
"1144514",".383721"
"1133620",".646269"
"1153124",".344052"
"1135450",".712102"
"1102103",".481418"
"1129128",".315992"
"1147728",".568668"
"1140247",".357755"
"1121413",".588550"
"1113713",".699596"
"1132604",".656999"
"1142022",".335699"
"1138421",".455575"
"1140806",".284100"
"1133219",".649671"
"1150814",".590590"
"1131338",".722491"
"1111309",".578318"
"1138417",".452595"
"1104114",".471799"
"1135921",".496825"
"1153619",".408670"
"1121902",".583388"
"1125617",".309010"
"1103408",".486514"
"1131720",".712584"
"1124613",".482357"
"1138830",".661140"
"1139726",".452485"
"1139129",".464367"
"1141306",".352388"
"1113208",".660649"
"1150425",".611949"
"1153557",".376848"
"1143417",".554285"
"1150803",".573052"
"1140626",".378253"
"1149514",".387685"
"1120943",".627636"
"1149917",".350237"
"1128413",".439692"
"1133208",".646108"
"1143802",".587903"
"1150417",".610826"
"1129317",".322088"
"1147206",".713443"
"1122915",".627999"
"1136532",".699432"
"1114329",".691797"
"1133910",".347490"
"1117314",".334737"
"1118409",".292892"
"1125714",".308072"
"1140906",".292436"
"1118408",".247771"
"1144111",".605865"
"1100125",".428504"
"1136505",".707058"
"1132745",".641512"
"1104006",".506404"
"1106703",".322755"
"1152933",".337144"
"1148813",".598180"
"1101201",".549581"
"1144039",".613135"
"1125820",".326077"
"1151326",".701185"
"1153259",".408911"
"1121617",".600920"
"1130904",".570220"
"1149315",".592623"
"1123640",".513631"
"1108050",".475294"
"1140637",".347509"
"1137523",".576675"
"1140850",".274616"
"1121216",".613295"
"1130308",".568969"
"1108044",".458800"
"1108230",".456019"
"1149313",".577525"
"1111822",".624954"
"1133249",".672169"
"1133609",".648554"
"1130540",".690903"
"1144025",".581927"
"1143155",".341333"
"1148820",".623011"
"1138626",".441968"
"1134901",".582231"
"1127927",".506073"
"1122921",".586219"
"1101804",".467044"
"1146630",".403334"
"1149324",".604056"
"1104216",".508871"
"1150920",".596926"
"1125822",".303065"
"1147214",".722631"
"1150018",".403680"
"1130316",".562820"
"1130340",".650122"
"1113909",".479605"
"1146042",".490595"
"1109306",".328686"
"1106526",".297393"
"1110806",".656290"
"1114004",".477239"
"1124508",".473570"
"1110112",".301902"
"1148507",".622336"
"1108126",".470798"
"1150752",".597226"
"1121610",".554068"
"1135235",".580895"
"1132236",".600830"
"1112612",".606528"
"1127603",".502803"
"1135150",".566984"
"1141707",".352548"
"1136336",".676210"
"1150828",".580107"
"1131710",".706460"
"1103113",".526077"
"1151706",".677067"
"1146210",".537155"
"1130045",".440870"
"1130232",".278376"
"1125560",".498223"
"1130612",".699249"
"1107302",".376362"
"1143846",".582268"
"1100312",".535427"
"1132614",".652192"
"1127721",".473223"
"1150819",".578866"
"1120828",".607988"
"1134856",".569306"
"1153833",".421076"
"1100710",".542674"
"1151221",".715465"
"1124931",".493792"
"1123105",".639491"
"1152727",".316559"
"1131309",".731297"
"1104519",".621569"
"1112615",".619268"
"1121801",".592972"
"1111551",".617707"
"1136121",".711068"
"1123715",".465503"
"1145735",".515979"
"1148701",".657834"
"1111503",".617521"
"1127113",".335739"
"1111206",".547273"
"1142109",".345760"
"1132904",".637687"
"1136131",".704604"
"1131534",".710177"
"1152762",".332606"
"1130432",".679932"
"1144451",".603315"
"1101814",".487303"
"1126512",".337352"
"1131348",".729177"
"1115044",".624064"
"1117316",".334004"
"1104301",".540784"
"1151615",".688705"
"1110502",".296150"
"1133340",".615627"
"1140424",".408750"
"1113611",".693155"
"1107621",".368571"
"1135415",".696350"
"1144705",".396490"
"1144456",".609166"
"1127005",".361627"
"1105905",".418072"
"1131914",".707967"
"1142843",".325558"
"1124414",".446475"
"1123645",".514013"
"1136207",".683876"
"1138020",".583243"
"1143154",".347393"
"1147941",".703773"
"1151125",".740936"
"1106311",".338835"
"1138418",".442011"
"1136210",".700604"
"1150742",".610513"
"1135409",".719317"
"1144501",".404711"
"1129037",".314152"
"1138319",".446785"
"1103227",".505928"
