,Origin,Destination,Time (min),Distance
13274,2143302,2143303,5.791666666666668,0.5872608134047133
13275,2143302,2143304,2.79,0.620033634661704
13276,2143302,2143306,3.1116666666666664,0.42440893838423005
13277,2143302,2143309,1.3516666666666666,0.2475962108255122
13278,2143303,2143309,5.995,0.700027316997527
13279,2143304,2143306,2.3466666666666667,0.32166573198046605
13280,2143304,2143322,2.728333333333333,0.5012943922117703
13281,2143305,2143312,3.248333333333333,0.36451387648148026
13282,2143305,2143315,2.368333333333333,0.5583512002748868
13283,2143305,2143319,3.9383333333333335,0.8904587631729961
13284,2143306,2143309,2.368333333333333,0.2679168130782249
13285,2143306,2143315,3.618333333333333,0.5950250087131601
13286,2143306,2143316,2.6016666666666666,0.5667292068899652
13287,2143306,2143322,2.8833333333333333,0.6964560215343175
13288,2143307,2143319,2.995,0.5737560250841088
13289,2143307,2143321,1.8233333333333333,0.437401362618797
13290,2143308,2143312,1.3383333333333334,0.3877458896183116
13291,2143308,2143313,2.7816666666666667,0.46985249843560095
13292,2143308,2143314,2.131666666666667,0.45033778837908206
13293,2143308,2143316,2.22,0.5766631195407225
13294,2143308,2143317,2.143333333333333,0.3110496506846595
13295,2143308,2143320,1.845,0.43312498732258864
13296,2143309,2143315,2.6016666666666666,0.49856009183262157
13297,2143310,2143313,2.1566666666666667,0.21850991877354875
13298,2143310,2143322,5.0233333333333325,0.5277067921443385
13299,2143312,2143316,3.0933333333333333,0.4753889126166883
13300,2143312,2143317,3.4516666666666667,0.4547631941210295
13301,2143312,2143319,4.196666666666667,0.9431787003134058
13302,2143313,2143314,1.63,0.17972061553625593
13303,2143314,2143320,2.038333333333333,0.16718024479829552
13304,2143315,2143316,3.498333333333333,0.382290730293295
13305,2143316,2143322,2.953333333333333,0.814187431586732
13306,2143317,2143318,2.72,0.3698226215298131
13307,2143317,2143319,3.485,0.9207332384515716
13308,2143317,2143321,2.243333333333333,0.3018868740260856
13309,2143318,2143320,1.6316666666666668,0.16885095519937357
13310,2143318,2143321,1.2366666666666668,0.2414280770229557
13311,2143319,2143321,3.285,1.0020117358538023
13312,2143320,2143321,2.1516666666666664,0.4058397394515858
13313,2122601,2122607,2.155,0.33587383825475686
13314,2122601,2122609,0.7133333333333333,0.31586123573647557
13315,2122601,2122614,1.4516666666666669,0.4323830724729692
13316,2122601,2122804,4.9816666666666665,0.8746669965764456
13317,2122602,2122603,2.918333333333333,0.5951750434479491
13318,2122602,2122605,2.3183333333333334,0.4104226578839749
13319,2122602,2123017,6.215,0.42003429813143633
13320,2122603,2122604,2.728333333333333,0.5682867162871296
13321,2122603,2122605,2.45,0.597409038293066
13322,2122603,2122610,3.161666666666666,0.7915090571009562
13323,2122604,2122605,2.9516666666666667,0.6591724853769426
13324,2122604,2122606,1.8083333333333331,0.38340558515903217
13325,2122604,2122607,2.553333333333333,0.5262582530589685
13326,2122604,2122610,3.128333333333333,0.7712070615236841
13327,2122604,2122612,3.2016666666666667,0.7134196821056137
13328,2122604,2122613,3.9133333333333336,0.554242389417472
13329,2122604,2122617,1.505,0.29346380429727825
13330,2122605,2122615,3.3433333333333333,0.5148313684776941
13331,2122605,2122617,2.4466666666666668,0.4336229073441176
13332,2122605,2123008,2.881666666666667,0.4566377266770213
13333,2122605,2123017,6.6416666666666675,0.795159426382144
13334,2122606,2122607,2.64,0.41733972268054437
13335,2122606,2122609,2.265,0.40312196456211113
13336,2122606,2122610,2.2550000000000003,0.4591417175403246
13337,2122607,2122609,2.525,0.45447701410953645
13338,2122607,2122613,5.473333333333333,0.3953163857589192
13339,2122607,2122614,1.5633333333333332,0.36373118060816806
13340,2122608,2122611,4.181666666666667,0.497945719235912
13341,2122608,2122612,3.8866666666666654,0.4512180012604476
13342,2122608,2122613,5.278333333333333,0.4109157901509815
13343,2122608,2122614,2.753333333333333,0.5219560010878156
13344,2122608,2122804,8.625,1.0357345456762646
13345,2122609,2122610,1.961666666666667,0.5466768520679467
13346,2122611,2122612,6.215,0.4949651280552772
13347,2122611,2122615,4.23,0.7671476744454985
13348,2122611,2122804,8.866666666666667,1.4828260815867302
13349,2122611,2122901,2.1933333333333334,0.4949831146751225
13350,2122611,2122943,5.828333333333332,1.3667120892361355
13351,2122611,2122946,4.158333333333333,0.7197560900476023
13352,2122611,2123007,3.2266666666666666,0.8508940249113701
13353,2122612,2122613,2.5266666666666664,0.39655474540193986
13354,2122612,2122615,3.98,0.40834287610150666
13355,2122612,2122617,2.7550000000000003,0.5550232551667555
13356,2122613,2122614,5.405,0.4160860273305702
13357,2122614,2122804,6.364999999999998,0.7461560232341099
13358,2122615,2122617,2.1016666666666666,0.42793454138280523
13359,2122615,2123007,4.616666666666666,0.393442685214009
13360,2122615,2123008,4.02,0.7060889131433762
13361,2122801,2122802,4.745,0.5532529382744421
13362,2122801,2122813,6.413333333333332,0.5475090978654867
13363,2122801,2122823,7.725,0.6838215308638015
13364,2122801,2122826,4.993333333333334,1.008824717345178
13365,2122801,2133208,5.54,0.7171437596607936
13366,2122801,2134003,4.713333333333334,0.7341845037048272
13367,2122801,2134021,4.443333333333333,0.7803410490877943
13368,2122802,2122803,3.703333333333333,0.6907384650690224
13369,2122802,2122813,1.6900000000000002,0.6989298679861599
13370,2122802,2122824,4.335,1.061953640958752
13371,2122802,2122826,1.91,0.5933326739361073
13372,2122803,2122824,4.455,1.6367750629617654
13373,2122803,2122826,0.4266666666666667,0.21367079450518
13374,2122803,2134011,3.535,0.9680562112656151
13375,2122803,2134035,4.035,0.4270558111227609
13376,2122804,2122805,5.286666666666666,1.602824568219223
13377,2122804,2122806,7.853333333333333,1.4618814123576698
13378,2122804,2122810,6.458333333333332,1.194199940757556
13379,2122804,2122811,5.91,1.299772806260322
13380,2122804,2122818,6.448333333333332,3.1741884372902507
13381,2122804,2122825,6.885000000000002,2.039678685030803
